Barcode	cell_types	UMAP_1	UMAP_2
BC001616-1	Th17	-3.0833	4.1746
BC001424-1	Th17	-3.1993	3.3043
BC001088-1	Th2	-0.0664	6.5495
BC000931-1	Th2	0.6364	5.3621
BC001134-1	Th2	-0.2113	5.4268
BC000436-1	Naive	5.8021	0.0765
BC003007-1	Act_circ	-4.9526	-2.7166
BC003920-1	Act2	3.9316	-3.7879
BC003482-1	Act2	3.5836	-3.6200
BC002091-1	Th17	-4.1245	2.7867
BC003068-1	Act_circ	-2.6483	-2.6613
BC001245-1	Th17	-3.3312	3.1866
BC001573-1	Th17	-3.0283	3.9370
BC000021-1	Naive	4.1874	0.1902
BC003311-1	Th_CTL_like	-1.1662	-4.9585
BC000248-1	Naive	4.9502	0.7160
BC003629-1	Act2	4.2767	-3.7706
BC002333-1	Th17	-3.4840	4.3147
BC002156-1	Th17	-4.3724	4.2362
BC001311-1	Th17	-2.7995	3.2531
BC000454-1	Naive	5.5905	0.3195
BC002226-1	Th17	-3.3447	3.0126
BC001994-1	Th17	-4.6940	2.8915
BC003730-1	Act2	3.8862	-4.2463
BC003549-1	Act2	3.6735	-4.4907
BC002941-1	Act_circ	-4.7706	-5.0836
BC003770-1	Act2	3.8284	-3.3246
BC003202-1	Th_CTL_like	1.0862	-5.9235
BC002588-1	Tregs	-3.8539	-0.0138
BC003199-1	Th_CTL_like	-0.2782	-4.3153
BC000164-1	Naive	4.2551	-1.0309
BC002143-1	Th17	-4.3082	4.4987
BC000004-1	Naive	4.1277	0.2984
BC003129-1	Th_CTL_like	-0.1780	-3.4963
BC000928-1	Th2	0.1387	4.0168
BC002351-1	Th17	-4.0884	3.3488
BC001301-1	Th17	-4.8691	3.0858
BC001213-1	Th17	-4.1129	3.6590
BC003290-1	Th_CTL_like	-0.0551	-5.6022
BC002021-1	Th17	-3.8360	4.0116
BC003666-1	Act2	4.1182	-4.1540
BC001631-1	Th17	-2.3377	3.2797
BC001119-1	Th2	-0.1419	5.9327
BC003648-1	Act2	3.5713	-4.1457
BC002646-1	Tregs	-3.9757	-0.3401
BC000844-1	Th2	1.8661	4.7614
BC002183-1	Th17	-5.0259	4.3494
BC000598-1	Tfh	3.4592	2.9360
BC003546-1	Act2	3.1939	-3.4408
BC001277-1	Th17	-3.3218	2.6255
BC002059-1	Th17	-3.6440	2.6381
BC003056-1	Act_circ	-4.6304	-3.2944
BC002844-1	Act_circ	-2.7962	-4.2682
BC001453-1	Th17	-3.7144	3.9383
BC000245-1	Naive	4.2865	-0.2541
BC000275-1	Naive	4.2613	0.0562
BC002737-1	Act_circ	-3.7733	-1.7227
BC002319-1	Th17	-3.3991	2.4884
BC001744-1	Th17	-3.3533	2.7829
BC001313-1	Th17	-1.8988	3.7452
BC003794-1	Act2	3.5116	-2.7697
BC002109-1	Th17	-3.3886	3.1376
BC000393-1	Naive	4.9085	0.9905
BC001950-1	Th17	-4.3225	3.6945
BC002016-1	Th17	-5.2282	2.4616
BC000736-1	Tfh	2.9679	2.7435
BC002632-1	Tregs	-4.3796	0.8838
BC001792-1	Th17	-3.8443	4.3649
BC002125-1	Th17	-3.5302	4.1009
BC002757-1	Act_circ	-4.9958	-3.3584
BC002696-1	Tregs	-3.0354	0.3861
BC000567-1	Tfh	2.4728	3.5817
BC000798-1	Tfh	3.4914	3.4022
BC000541-1	Tfh	3.8151	2.3051
BC003520-1	Act2	4.3230	-4.2149
BC003124-1	Th_CTL_like	-0.4342	-4.7054
BC001304-1	Th17	-2.8414	4.4711
BC001658-1	Th17	-4.6326	3.4031
BC002609-1	Tregs	-3.6783	0.0406
BC002968-1	Act_circ	-3.1883	-4.0236
BC003665-1	Act2	2.4907	-3.3954
BC003052-1	Act_circ	-4.7584	-3.0479
BC002823-1	Act_circ	-4.9587	-2.3820
BC000031-1	Naive	6.0688	-0.6314
BC001450-1	Th17	-3.1035	3.4686
BC002356-1	Th17	-2.2131	3.2106
BC002442-1	Tregs	-6.3483	0.2488
BC001702-1	Th17	-4.6439	3.9693
BC000528-1	Tfh	2.9074	3.5690
BC000102-1	Naive	4.4821	-1.2297
BC002518-1	Tregs	-5.2708	-2.1497
BC003198-1	Th_CTL_like	-0.2380	-6.3700
BC002824-1	Act_circ	-3.6667	-2.7145
BC002315-1	Th17	-2.1649	3.8484
BC001827-1	Th17	-2.8890	2.9314
BC001699-1	Th17	-5.1498	4.7892
BC001382-1	Th17	-2.8754	4.8836
BC000890-1	Th2	0.6321	3.8243
BC003216-1	Th_CTL_like	-0.4311	-4.9037
BC003223-1	Th_CTL_like	-0.7119	-5.1974
BC000204-1	Naive	5.8152	-0.1865
BC002245-1	Th17	-1.3439	1.9023
BC003165-1	Th_CTL_like	-0.7511	-4.7191
BC003054-1	Act_circ	-2.7308	-2.9005
BC002446-1	Tregs	-4.8338	0.1261
BC000794-1	Tfh	3.9037	3.9175
BC002162-1	Th17	-2.6133	2.4066
BC000458-1	Naive	5.5824	-1.3660
BC000104-1	Naive	5.1816	-0.5027
BC003932-1	Act2	3.9824	-4.0106
BC001346-1	Th17	-3.8257	2.0639
BC003404-1	Th_CTL_like	0.6172	-4.5851
BC001823-1	Th17	-4.4874	4.7875
BC002680-1	Tregs	-5.0703	-0.1380
BC002852-1	Act_circ	-5.3833	-2.3779
BC001604-1	Th17	-3.6342	4.0728
BC003014-1	Act_circ	-3.7715	-3.4073
BC000311-1	Naive	4.4338	-0.8116
BC001410-1	Th17	-3.6415	3.8335
BC001535-1	Th17	-3.2916	3.5453
BC002557-1	Tregs	-4.0614	-0.4917
BC003272-1	Th_CTL_like	-1.0554	-5.4633
BC003664-1	Act2	3.4349	-2.5165
BC000062-1	Naive	6.6462	1.0396
BC001187-1	Th17	-3.6651	2.2698
BC003225-1	Th_CTL_like	-0.1650	-3.5029
BC001779-1	Th17	-4.8953	4.8641
BC000368-1	Naive	3.7051	0.7304
BC003030-1	Act_circ	-1.8903	-4.0049
BC000306-1	Naive	5.4719	-0.0286
BC002791-1	Act_circ	-2.7489	-4.5007
BC003505-1	Act2	3.8129	-3.2466
BC002692-1	Tregs	-4.2881	1.5418
BC000616-1	Tfh	3.1120	3.4085
BC003806-1	Act2	3.8770	-4.0506
BC001230-1	Th17	-3.2344	2.9432
BC001051-1	Th2	-1.1663	5.7141
BC001730-1	Th17	-3.8389	3.8167
BC000924-1	Th2	0.4613	5.0690
BC000524-1	Tfh	4.1469	3.7925
BC001297-1	Th17	-2.4890	3.7944
BC003638-1	Act2	4.4750	-4.0092
BC003510-1	Act2	3.4587	-3.2001
BC000334-1	Naive	5.6877	-0.2349
BC000360-1	Naive	5.4201	1.5042
BC001870-1	Th17	-4.0718	3.7842
BC000272-1	Naive	6.1259	0.5410
BC002301-1	Th17	-3.0157	4.4012
BC001149-1	Th17	-4.0732	4.2233
BC001508-1	Th17	-2.7050	3.0514
BC002237-1	Th17	-2.8983	3.2691
BC001156-1	Th17	-3.5572	3.1836
BC003089-1	Act_circ	-3.9561	-2.3195
BC000301-1	Naive	4.4625	-1.6326
BC000601-1	Tfh	3.9926	3.5113
BC000497-1	Tfh	3.5865	3.7353
BC002261-1	Th17	-4.1775	4.2614
BC002193-1	Th17	-3.4100	3.1368
BC003904-1	Act2	4.7803	-3.5805
BC003207-1	Th_CTL_like	1.1604	-3.9084
BC001294-1	Th17	-3.0815	3.2022
BC003785-1	Act2	2.8214	-3.2122
BC003787-1	Act2	3.5511	-3.7497
BC001223-1	Th17	-2.6640	3.2258
BC001842-1	Th17	-3.4446	2.9856
BC001889-1	Th17	-2.4781	3.3619
BC003425-1	Th_CTL_like	0.3087	-5.9642
BC002126-1	Th17	-4.2983	2.4441
BC003725-1	Act2	3.8142	-4.8506
BC000553-1	Tfh	3.2522	4.1412
BC000868-1	Th2	0.8078	5.6369
BC000849-1	Th2	1.0497	5.0967
BC002651-1	Tregs	-6.0754	-0.3675
BC000964-1	Th2	-0.1590	5.6163
BC002018-1	Th17	-3.8349	3.0874
BC003788-1	Act2	3.6418	-4.7832
BC003371-1	Th_CTL_like	0.7012	-4.9309
BC001374-1	Th17	-3.5166	2.6204
BC001564-1	Th17	-3.8109	2.7393
BC000990-1	Th2	-0.1082	5.2534
BC001493-1	Th17	-3.0323	3.2794
BC001927-1	Th17	-3.7219	2.8222
BC000739-1	Tfh	4.5291	2.0633
BC002771-1	Act_circ	-3.4896	-2.0968
BC001072-1	Th2	-0.7891	4.8599
BC002111-1	Th17	-2.8107	3.4465
BC001962-1	Th17	-4.1010	1.9342
BC001968-1	Th17	-4.7059	4.1412
BC001098-1	Th2	0.4166	5.5981
BC003737-1	Act2	3.1012	-3.8076
BC000494-1	Tfh	3.5832	4.1593
BC002633-1	Tregs	-5.4739	-0.4248
BC002636-1	Tregs	-4.5907	-0.3676
BC000179-1	Naive	4.4091	0.3070
BC003921-1	Act2	3.5448	-4.4177
BC002324-1	Th17	-3.9512	2.9503
BC003633-1	Act2	3.2214	-4.0929
BC002052-1	Th17	-3.8366	3.4869
BC000412-1	Naive	4.1914	0.5452
BC002338-1	Th17	-3.9179	3.4538
BC000838-1	Th2	-0.4665	5.5046
BC000808-1	Tfh	3.7487	2.9734
BC002528-1	Tregs	-5.6433	-1.5889
BC002592-1	Tregs	-4.0607	1.2460
BC002872-1	Act_circ	-3.3508	-3.4108
BC002417-1	Tregs	-5.2227	0.0359
BC003335-1	Th_CTL_like	-0.0382	-5.3393
BC001290-1	Th17	-2.7033	3.3024
BC001389-1	Th17	-3.2808	4.0049
BC002815-1	Act_circ	-3.4999	-3.9570
BC003394-1	Th_CTL_like	-1.5365	-5.4051
BC001319-1	Th17	-3.5484	3.5447
BC003190-1	Th_CTL_like	0.3412	-3.5999
BC000467-1	Naive	5.1368	-0.9298
BC003830-1	Act2	4.2886	-4.5847
BC003844-1	Act2	3.8181	-3.4847
BC001502-1	Th17	-4.0609	3.3521
BC003517-1	Act2	4.1765	-2.7308
BC003262-1	Th_CTL_like	1.4395	-6.4064
BC001908-1	Th17	-2.5397	3.7525
BC001765-1	Th17	-4.8790	4.1510
BC001437-1	Th17	-2.6323	3.4202
BC003307-1	Th_CTL_like	-0.1370	-5.3628
BC000324-1	Naive	4.0430	-0.8634
BC001456-1	Th17	-2.9495	2.7381
BC003351-1	Th_CTL_like	-0.1192	-3.9634
BC003597-1	Act2	2.9262	-3.4806
BC000175-1	Naive	4.8703	0.7490
BC001008-1	Th2	-0.4321	4.9942
BC001402-1	Th17	-3.1381	3.1757
BC001303-1	Th17	-3.8501	4.0760
BC000977-1	Th2	0.2549	5.4606
BC001292-1	Th17	-3.6198	2.8749
BC003701-1	Act2	3.5587	-2.6783
BC000903-1	Th2	0.1914	5.3036
BC001751-1	Th17	-2.8592	3.4523
BC002536-1	Tregs	-5.3910	-0.2914
BC002495-1	Tregs	-5.6450	-0.7366
BC000149-1	Naive	5.1637	-0.6238
BC000303-1	Naive	5.7924	0.2877
BC003594-1	Act2	3.8478	-2.7939
BC003147-1	Th_CTL_like	-0.0578	-4.9776
BC002435-1	Tregs	-4.8471	-0.5532
BC002704-1	Tregs	-5.4602	0.0283
BC000927-1	Th2	-0.6240	4.1244
BC000663-1	Tfh	3.3481	3.7552
BC002326-1	Th17	-3.3330	3.3048
BC003173-1	Th_CTL_like	0.8347	-6.7331
BC002225-1	Th17	-3.4029	3.0722
BC003718-1	Act2	3.5454	-4.2033
BC000222-1	Naive	5.9821	1.1649
BC000812-1	Tfh	3.9985	3.1963
BC003970-1	Act2	2.8772	-3.1048
BC000437-1	Naive	5.3232	-0.2129
BC000485-1	Tfh	3.5866	3.1546
BC000107-1	Naive	5.3703	-1.0964
BC001185-1	Th17	-4.0175	3.7478
BC003010-1	Act_circ	-4.3588	-3.7930
BC000252-1	Naive	6.6420	0.4400
BC001527-1	Th17	-3.2893	3.7808
BC000387-1	Naive	4.8437	0.6717
BC001469-1	Th17	-3.7304	2.2779
BC000386-1	Naive	4.8723	1.0535
BC001058-1	Th2	0.1654	6.3487
BC000130-1	Naive	5.0842	-0.3934
BC002874-1	Act_circ	-2.4656	-3.4432
BC002378-1	Tregs	-4.8131	0.1504
BC001285-1	Th17	-3.0029	4.6372
BC002711-1	Tregs	-4.7951	0.4880
BC001774-1	Th17	-4.3682	3.5920
BC000871-1	Th2	-0.3128	5.3884
BC000926-1	Th2	0.6367	4.9770
BC000220-1	Naive	3.5106	-0.8180
BC003012-1	Act_circ	-3.0969	-3.9171
BC000806-1	Tfh	3.5422	3.2457
BC003958-1	Act2	3.8091	-3.0286
BC003833-1	Act2	3.0393	-3.7768
BC000792-1	Tfh	3.8205	3.0416
BC003768-1	Act2	3.2604	-3.5462
BC001602-1	Th17	-2.6923	3.1083
BC000675-1	Tfh	4.2029	3.8952
BC003238-1	Th_CTL_like	-1.1448	-4.8842
BC001876-1	Th17	-2.0071	3.0851
BC002075-1	Th17	-3.9695	3.3192
BC002492-1	Tregs	-5.2230	-0.5050
BC002514-1	Tregs	-4.6079	-0.2750
BC003301-1	Th_CTL_like	-0.7130	-5.0845
BC002084-1	Th17	-3.0250	3.1031
BC003827-1	Act2	3.1848	-3.0763
BC000740-1	Tfh	3.9033	4.0408
BC002203-1	Th17	-3.9513	3.7848
BC003228-1	Th_CTL_like	0.4293	-5.9142
BC003845-1	Act2	3.2593	-3.5984
BC002727-1	Act_circ	-3.6184	-3.9981
BC001923-1	Th17	-4.2147	3.8419
BC001782-1	Th17	-3.0791	2.8803
BC003916-1	Act2	2.7276	-3.5416
BC000263-1	Naive	5.1089	0.7204
BC001904-1	Th17	-3.0635	3.4208
BC002192-1	Th17	-3.2470	2.7990
BC003931-1	Act2	2.5517	-4.9455
BC000953-1	Th2	-0.9440	5.0432
BC002284-1	Th17	-3.4576	4.3303
BC003710-1	Act2	3.7169	-3.8374
BC003841-1	Act2	2.7717	-3.8271
BC003071-1	Act_circ	-4.6843	-2.9899
BC000173-1	Naive	4.9872	-0.5229
BC001868-1	Th17	-3.1518	2.9416
BC002943-1	Act_circ	-2.6629	-3.7038
BC002850-1	Act_circ	-3.9375	-4.3025
BC002802-1	Act_circ	-3.5177	-4.6405
BC003965-1	Act2	3.3953	-2.6528
BC001750-1	Th17	-4.2024	2.6443
BC001195-1	Th17	-2.3874	3.7656
BC000836-1	Th2	1.0027	5.8935
BC003305-1	Th_CTL_like	0.5939	-4.1690
BC000478-1	Tfh	3.6338	3.9425
BC000742-1	Tfh	3.2489	3.4281
BC003708-1	Act2	2.7153	-2.5498
BC000064-1	Naive	5.0521	0.8380
BC002569-1	Tregs	-5.2987	-0.5420
BC000842-1	Th2	0.1086	5.0758
BC002962-1	Act_circ	-4.5613	-4.1636
BC003987-1	Act2	3.1307	-3.9514
